Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Dixon,model,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Botcharnikov et al. (2007) EJM 19(5):671-680,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl86,1085,5,A,2000,50,A,6.1,0.1,A,0,,NR,53.36,0.24,A,16.02,0.15,A,2.97,0.14,A,3.96,0.07,A,6.93,0.12,A,0.95,0.04,A,6.9,0.27,A,0.09,0.05,A,1.54,0.05,A,,,ND,,,ND,[+2 to +4],DFMQ,,,0.976,0.06,A,0,0,A,F,92.72,57.54961173,4.864106989,diamond,#029e73,N,N,N,N,N,MagmaSat,2405.2,62.27148122,1,0,0,0
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,1901,1125,6,A,3100,100,A,2.73,0.05,A,1275,27,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,2769.6,48.05131937,0.35738415,0.009491921,0.64261585,0.009491921
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,1910,1125,6,A,3100,100,A,3.83,0.06,A,1168,62,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,2987.4,92.73204583,0.540026459,0.013561612,0.459973541,0.013561612
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2112,1125,6,A,4000,100,A,2.29,0.13,A,1136,340,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,2425.3,577.0430634,0.312073251,0.076837361,0.687926749,0.076837361
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2114,1125,6,A,4000,100,A,3.35,0.06,A,1166,363,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,2769.4,475.2730635,0.483949152,0.064269061,0.516050848,0.064269061
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2147,1125,6,A,3850,100,A,4.4,0.16,A,1453,360,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,3563.7,483.5258864,0.577267485,0.056889189,0.422732515,0.056889189
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2235,1125,6,A,5200,100,A,2.91,0.04,A,2286,392,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,4289.3,597.3261211,0.291358567,0.029850231,0.708641433,0.029850231
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,manometry,manometry,PC,2068,1125,6,A,5200,100,A,3.76,0.08,A,2600,130,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,4823.8,191.262578,0.380562898,0.014977637,0.619437102,0.014977637
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2091,1125,6,A,6000,100,A,2.45,0.09,A,3620,251,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,5889.1,307.6469674,0.179414004,0.010768796,0.820585996,0.010768796
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2092,1125,6,A,6000,100,A,3.73,0.09,A,3417,284,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,5813.5,323.6607995,0.334797176,0.016532001,0.665202824,0.016532001
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,1908,1125,6,A,7200,100,A,3.75,0.03,A,6840,106,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,9006.6,113.2550532,0.255603776,0.003486518,0.744396224,0.003486518
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2110,1125,6,A,7200,100,A,2.36,0.1,A,4825,366,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,7281.1,426.5906537,0.146387182,0.010447537,0.853612818,0.010447537
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2228,1125,6,A,7200,100,A,4.41,0.13,A,3585,320,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,6061.9,340.013948,0.408596292,0.021114699,0.591403708,0.021114699
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2151,1125,6,A,8150,100,A,5.16,0.12,A,6098,310,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,8459.1,276.007228,0.406619968,0.015535276,0.593380032,0.015535276
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,manometry,manometry,PC,2066,1125,6,A,8150,100,A,2.55,0.05,A,7400,370,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,9664.5,306.4273605,0.138502018,0.005201443,0.861497982,0.005201443
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2090,1125,6,A,8150,100,A,3.9,0.1,A,6105,241,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,8375.3,223.0570657,0.281194138,0.010316458,0.718805862,0.010316458
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2233,1125,6,A,8150,100,A,5.47,0.18,A,5006,803,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,7647.7,747.3425715,0.468605559,0.032226914,0.531394441,0.032226914
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,manometry,manometry,PC,2070,1125,6,A,8800,100,A,4.11,0.08,A,7500,375,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,9459.7,273.3497963,0.280602254,0.008362408,0.719397746,0.008362408
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2115,1125,6,A,8700,100,A,2.34,0.11,A,7852,622,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,10153.2,542.0814356,0.119343645,0.009613754,0.880656355,0.009613754
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,manometry,manometry,PC,2065,1125,6,A,10150,100,A,2.9,0.06,A,12500,625,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,12827.5,355.3839153,0.14071716,0.005389142,0.85928284,0.005389142
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,1898,1125,6,A,10400,100,A,2.83,0.11,A,10986,69,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,12022.3,146.0790916,0.141880017,0.008775985,0.858119983,0.008775985
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2062,1125,6,A,10300,100,A,2.92,0.04,A,11581,446,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,12304.5,283.9774319,0.145937106,0.003649424,0.854062894,0.003649424
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2229,1125,6,A,10350,100,A,4.51,0.07,A,12571,395,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,12392.8,220.4452794,0.268325847,0.006569718,0.731674153,0.006569718
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2243,1125,6,A,10300,100,A,5.39,0.19,A,10192,351,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,11093.4,224.6533581,0.365426099,0.017297876,0.634573901,0.017297876
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2088,1125,6,A,12000,100,A,2.44,0.13,A,13800,642,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,13709,387.5968436,0.103860287,0.008754475,0.896139713,0.008754475
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2089,1125,6,A,12000,100,A,3.82,0.06,A,12916,551,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,12700.3,323.4112839,0.210868446,0.006214988,0.789131554,0.006214988
Mangan et al. (2021) Am. Min. 106(5):762-773,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaska, USA",Natural,SIMS,SIMS,PC,2131,1125,6,A,12000,100,A,5.3,0.21,A,13316,963,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,ND,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,N,MagmaSat,12546,452.550572,0.334424946,0.019269729,0.665575054,0.019269729
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC95,1250,5,A,5000,50,A,1.57,0.1,A,2889.5,305.1331676,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.074,,CALC,0.926,,NR,T,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,5201.8,525.5922681,0.081168423,0.010534464,0.918831577,0.010534464
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC101,1250,5,A,5000,50,A,3.47,0.11,A,2949,314.6625176,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.199,,CALC,0.801,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,5376.5,479.0275819,0.280208704,0.020907675,0.719791296,0.020907675
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC102,1250,5,A,5000,50,A,5.29,0.12,A,2576.5,278.6081478,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.435,,CALC,0.565,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,5574.7,442.3136028,0.492994006,0.027806607,0.507005994,0.027806607
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC103,1250,5,A,5000,50,A,6.8,0.12,A,2121.5,236.8807717,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.665,,CALC,0.335,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,5706.7,354.2328601,0.660980504,0.02413139,0.339019496,0.02413139
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC199,1250,5,A,2000,50,A,0.55,0.11,A,1318,96.16652224,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.053,,CALC,0.947,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,2316.4,195.0784354,0.022015551,0.00895199,0.977984449,0.00895199
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC198,1250,5,A,2000,50,A,1,0.11,A,1329,97.23296766,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.073,,CALC,0.927,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,2340.7,191.4181788,0.064529346,0.011959256,0.935470654,0.011959256
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC197,1250,5,A,2000,50,A,2.05,0.1,A,1376,101.8454712,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.237,,CALC,0.763,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,2536.4,180.2384504,0.210836384,0.018493738,0.789163616,0.018493738
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC196,1250,5,A,2000,50,A,3.61,0.1,A,944,71.4177849,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.6,,CALC,0.4,,NR,T,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,2381.8,106.9822982,0.511564075,0.019596714,0.488435925,0.019596714
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC195,1250,5,A,2000,50,A,4.81,0.1,A,566,43.13351365,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.845,,CALC,0.155,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,2379.1,86.58615141,0.74186099,0.015966894,0.25813901,0.015966894
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC156,1250,5,A,1000,50,A,1.19,0.18,A,795,66,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.175,,CALC,0.825,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,1429.3,110.2820534,0.127945351,0.028697509,0.872054649,0.028697509
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC155,1250,5,A,1000,50,A,1.44,0.14,A,703.5,41.36725758,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,,,ND,,,ND,F,100,65.84,6.23,diamond,#d55e00,N,N,N,N,N,MagmaSat,1333.8,75.47532877,0.18999395,0.030165233,0.81000605,0.030165233
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC154,1250,5,A,1000,50,A,2.02,0.11,A,669,56,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.454,,CALC,0.546,,NR,F,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,1413.4,94.13315306,0.330287407,0.024806838,0.669712593,0.024806838
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC153,1250,5,A,1000,50,A,3.12,0.11,A,456,39,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,0.808,,CALC,0.192,,NR,T,100,65.84,6.23,diamond,#d55e00,Y,N,N,N,N,MagmaSat,1474.3,75.21356798,0.60129064,0.024319099,0.39870936,0.024319099
Behrens et al. (2004) GCA 68(22):4687-4703,10.1016/j.gca.2004.04.019,Dacite,"Unzen, Japan",Synthetic,KFT,SIMS,IHPV,DC152,1250,5,A,1000,50,A,3.64,0.13,A,320,28,A,65.84,,NR,15.44,,NR,3.68,,NR,2.14,,NR,4.89,,NR,0.66,,NR,4.73,,NR,0.07,,NR,2.55,,NR,0,0,A,,,ND,,,,,,,ND,,,ND,F,100,65.84,6.23,diamond,#d55e00,N,N,N,N,N,MagmaSat,1477.5,58.17728044,0.739309798,0.019211116,0.260690202,0.019211116
Behrens et al. (2009) Am. Min. 84(1):105-120,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,6bis,1250,10,A,2000,50,A,0.97,0.12,A,2860,180,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,ND,0,DFMQ,,6bis,0.1,0.03,A,0.88,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,N,MagmaSat,1957.3,161.1941235,0.076694227,0.01884677,0.923305773,0.01884677
Behrens et al. (2009) Am. Min. 84(1):105-120,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,6a,1250,10,A,2000,50,A,1.37,0.12,A,2650,160,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,ND,0,DFMQ,,6a,0.18,0.03,A,0.8,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,N,MagmaSat,1895.9,177.0983577,0.142016641,0.024214711,0.857983359,0.024214711
