Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,MORB: Mid-Atlantic Ridge,Natural,KFT,FTIR,IHPV,169oxi-17,1200,10,A,5000,50,A,2.57,0.1,A,4382,247,A,49.08,0.26,A,17.41,0.15,A,2.47,0.05,A,6.56,0.13,A,12.26,0.19,A,1.35,0.04,A,8.47,0.24,A,0.18,0.14,A,0.25,0.03,A,,,ND,,,ND,1.776497903,DNNO,,ND,0.180209699,,NR,0.819790301,,CALC,F,98.03,50.06630623,2.774660818,triangle-down,#0173b2,Y,Y,N,N,IaconoMarziano,5650.478518,209.0544178,0.151913181,0.010577562,0.848086819,0.010577562
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,KFT,FTIR,IHPV,B2518 2,1250,10,A,1000,50,A,3.38,0.13,A,0,0,A,45.5,0.46,A,13.86,0.23,A,3.46,0.33,A,8.09,0.21,A,10.23,0.36,A,2.62,0.08,A,11.81,0.3,A,0.07,0.09,A,0.97,0.06,A,,,ND,0.4441331,,NR,2.816825114,DNNO,,ND,0.985416346,,NR,0.014583654,,CALC,T,96.61,47.09657385,4.585446641,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,785.7703038,52.27272918,1,0,0,0
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,KFT,FTIR,IHPV,B2518 1,1250,10,A,1000,50,A,3.1,0.12,A,0,0,A,45.64,0.37,A,13.81,0.27,A,3.28,0.22,A,8.09,0.19,A,10.27,0.07,A,2.57,0.06,A,11.22,0.5,A,0.15,0.04,A,1,0.08,A,,,ND,0.4589169,,NR,2.706825114,DNNO,,ND,0.850716593,,NR,0.149283407,,CALC,F,96.03,47.52681454,4.456940539,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,704.6214906,47.15019374,1,0,0,0
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,KFT,FTIR,IHPV,B2518 3,1250,10,A,1000,50,A,2.29,0.12,A,284,33,A,46.45,0.56,A,14.05,0.23,A,3.38,0.21,A,8.19,0.25,A,10.47,0.33,A,2.6,0.05,A,11.27,0.51,A,0.16,0.05,A,1.03,0.04,A,,,ND,0.383404619,,NR,2.336825114,DNNO,,ND,0.558451219,,NR,0.441548781,,CALC,T,97.6,47.59221311,4.518442623,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,724.4241346,56.29982683,0.599781923,0.038476994,0.400218077,0.038476994
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,FTIR,FTIR,IHPV,B2518 4,1250,10,A,1000,50,A,1.31,0.13,A,648,76,A,47.24,0.42,A,14.29,0.2,A,3.25,0.18,A,8.3,0.23,A,10.77,0.29,A,2.66,0.05,A,10.98,0.5,A,0.12,0.09,A,1.03,0.06,A,,,ND,0.30449827,,NR,1.566825114,DNNO,,ND,0.2,,NR,0.8,,CALC,F,98.64,47.89132198,4.339010543,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,960.0053128,98.93302798,0.183684148,0.034408638,0.816315852,0.034408638
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,KFT,FTIR,IHPV,B2518 54,1250,10,A,1000,50,A,0.88,0.11,A,706,82,A,47.29,0.42,A,14.45,0.19,A,3.46,0.1,A,8.22,0.26,A,10.72,0.31,A,2.67,0.05,A,10.85,0.3,A,0.21,0.08,A,1,0.04,A,,,ND,0.270575382,,NR,0.976825114,DNNO,,ND,0.113240317,,NR,0.886759683,,CALC,F,98.87,47.83048447,4.510974006,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,953.7622009,103.3365252,0.09294415,0.021395767,0.90705585,0.021395767
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,KFT,FTIR,IHPV,B2518 50,1250,10,A,1000,50,A,0.85,0.11,A,518,69,A,47.44,0.4,A,14.22,0.14,A,3.34,0.2,A,8.22,0.12,A,10.74,0.32,A,2.73,0.09,A,10.37,0.46,A,0.14,0.11,A,1.01,0.08,A,,,ND,0.241725549,,NR,0.916825114,DNNO,,ND,0.111668521,,NR,0.888331479,,CALC,F,98.21,48.30465329,4.429284187,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,764.7646206,95.35432225,0.110090156,0.027691907,0.889909844,0.027691907
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,Mecinka,Natural,KFT,FTIR,IHPV,B2518 9,1250,10,A,5000,50,A,3.34,0.12,A,4517,526,A,45.54,0.11,A,13.69,0.27,A,3.11,0.2,A,7.99,0.17,A,10.04,0.12,A,2.54,0.1,A,11.21,0.42,A,0.17,0.16,A,1,0.03,A,,,ND,0.359770115,,NR,2.128637326,DNNO,,ND,0.240662766,,NR,0.759337234,,CALC,F,95.29,47.79095393,4.313149334,pentagon,#0173b2,Y,Y,N,N,IaconoMarziano,4059.423992,339.4956814,0.218331086,0.019643302,0.781668914,0.019643302
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,FTIR,FTIR,IHPV,OB93 B-9,1250,10,A,3000,50,A,0.87,0.12,A,1742,204,A,53.55,0.42,A,15.74,0.29,A,3.57,0.41,A,5.52,0.06,A,9.68,0.36,A,2.7,0.12,A,8.97,0.32,A,0.01,0.01,A,1.1,0.06,A,,,ND,0.211081794,,NR,0.42273122,DNNO,,ND,,,ND,,,,F,100.84,53.10392701,4.63109877,cross,#0173b2,N,Y,N,N,IaconoMarziano,2801.888246,328.660646,0.050192667,0.013054305,0.949807333,0.013054305
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93 M148,1150,10,A,5000,50,A,9.54,0.48,A,0,0,A,49.03,0,A,16.2,0,A,3.13,0,A,5.88,0,A,9.8,0,A,2.76,0,A,11.9,0,A,0.17,0,A,1.12,0,A,,,ND,,,ND,,,,NR,1,,NR,0,,CALC,F,99.99,49.03490349,4.250425043,cross,#0173b2,Y,Y,N,N,IaconoMarziano,4427.042762,250.0008979,1,0,0,0
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-5,1200,10,A,5000,50,A,7.96,0.1,A,729,36,A,45.02,0.32,A,14.92,0.23,A,2.5,0.12,A,5.25,0.14,A,9.06,0.22,A,2.5,0.09,A,10.6,0.4,A,0.16,0.12,A,0.97,0.05,A,,,ND,,,ND,2.986497903,DNNO,,ND,0.861041293,,NR,0.138958707,,CALC,T,90.98,49.48340295,3.81402506,cross,#0173b2,Y,Y,N,N,IaconoMarziano,4128.716871,117.8482284,0.912891528,0.005321871,0.087108472,0.005321871
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-4,1200,10,A,5000,50,A,7.45,0.1,A,1336,124,A,45.5,0.34,A,15.19,0.24,A,2.46,0.21,A,5.24,0.18,A,8.97,0.31,A,2.56,0.08,A,10.47,0.5,A,0.17,0.07,A,0.98,0.04,A,,,ND,,,ND,2.916497903,DNNO,,ND,0.511627907,,NR,0.488372093,,CALC,F,91.54,49.70504697,3.757920035,cross,#0173b2,Y,Y,N,N,IaconoMarziano,4342.261617,157.4344031,0.836277665,0.013861079,0.163722335,0.013861079
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-3,1200,10,A,5000,50,A,5.44,0.1,A,2491,101,A,46.21,0.44,A,15.3,0.27,A,2.6,0.18,A,5.42,0.26,A,9.17,0.23,A,2.62,0.09,A,10.59,0.43,A,0.13,0.1,A,0.97,0.04,A,,,ND,,,ND,2.616497903,DNNO,,ND,0.566495002,,NR,0.433504998,,CALC,F,93.01,49.6828298,3.838296957,cross,#0173b2,Y,Y,N,N,IaconoMarziano,4207.614784,148.0543157,0.579493469,0.015221732,0.420506531,0.015221732
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-2,1200,10,A,5000,50,A,3.15,0.1,A,3239,205,A,46.91,0.58,A,15.42,0.37,A,2.66,0.14,A,5.65,0.19,A,9.16,0.21,A,2.63,0.1,A,10.75,0.38,A,0.16,0.12,A,1.01,0.05,A,,,ND,,,ND,2.036497903,DNNO,,ND,0.208136235,,NR,0.791863765,,CALC,T,94.35,49.7191309,3.889772125,cross,#0173b2,Y,Y,N,N,IaconoMarziano,4220.471966,205.4109324,0.265618031,0.016143411,0.734381969,0.016143411
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-1,1200,10,A,5000,50,A,1.07,0.1,A,3136,200,A,49.41,0.44,A,16.41,0.27,A,3.02,0.19,A,5.87,0.17,A,9.81,0.33,A,2.77,0.09,A,9.64,0.34,A,0.13,0.1,A,1.15,0.1,A,,,ND,,,ND,0.556497903,DNNO,,ND,0.016356877,,NR,0.983643123,,CALC,F,98.21,50.31055901,4.246003462,cross,#0173b2,Y,Y,N,N,IaconoMarziano,4098.661588,225.3554236,0.048238236,0.008235252,0.951761764,0.008235252
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,Etna B-16,1250,10,A,500,50,A,0.83,0.11,A,155,26,A,49.48,0.22,A,16.69,0.26,A,3.75,0.15,A,6.09,0.08,A,11.06,0.17,A,1.86,0.05,A,8.85,0.17,A,0.24,0.15,A,2.13,0.1,A,,,ND,0.190196078,,NR,1.180348587,DNNO,,ND,,,ND,,,,F,100.15,49.40589116,5.87119321,square,#56b4e9,N,Y,N,N,IaconoMarziano,286.4454718,40.17501079,0.353095247,0.069966516,0.646904753,0.069966516
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,Etna B-1,1250,10,A,2000,50,A,1.12,0.16,A,1492,174,A,49.61,0.57,A,16.62,0.13,A,4.01,0.15,A,6.1,0.21,A,10.83,0.12,A,1.81,0.07,A,8.86,0.4,A,0.2,0.06,A,2.13,0.06,A,,,ND,0.193717277,,NR,0.959778167,DNNO,,ND,,,ND,,,,F,100.17,49.52580613,6.129579714,square,#56b4e9,N,Y,N,N,IaconoMarziano,1658.849046,172.6291216,0.1098549,0.027860286,0.8901451,0.027860286
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,KFT,FTIR,IHPV,Etna-11,1200,10,A,5000,50,A,8.78,0.12,A,0,0,A,44.3,0.26,A,15.14,0.26,A,3.22,0.1,A,5.06,0.08,A,10.07,0.24,A,1.65,0.02,A,9.76,0.41,A,0.18,0.12,A,1.79,0.08,A,,,ND,,,ND,3.066497903,DNNO,,ND,1,,NR,0,,CALC,F,91.17,48.59054514,5.495228694,square,#56b4e9,Y,Y,N,N,IaconoMarziano,3870.954764,120.3807906,1,0,0,0
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,KFT,FTIR,IHPV,Etna-15,1200,10,A,5000,50,A,7.19,0.08,A,2156,90,A,44.81,0.65,A,15.38,0.21,A,2.7,0.18,A,5.34,0.16,A,9.89,0.25,A,1.57,0.08,A,9.14,0.46,A,0.17,0.05,A,1.72,0.19,A,,,ND,,,ND,2.876497903,DNNO,,ND,0.818278427,,NR,0.181721573,,CALC,T,90.72,49.39373898,4.872134039,square,#56b4e9,Y,Y,N,N,IaconoMarziano,4375.32227,157.0883972,0.764860342,0.010994489,0.235139658,0.010994489
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,KFT,FTIR,IHPV,Etna-14,1200,10,A,5000,50,A,4.61,0.11,A,3666,174,A,45.44,0.58,A,15.46,0.3,A,3.04,0.22,A,5.67,0.15,A,10,0.39,A,1.59,0.08,A,9.33,0.42,A,0.22,0.1,A,1.75,0.19,A,,,ND,,,ND,2.436497903,DNNO,,ND,0.502250804,,NR,0.497749196,,CALC,T,92.5,49.12432432,5.178378378,square,#56b4e9,Y,Y,N,N,IaconoMarziano,4113.944846,212.0637778,0.44513322,0.017972986,0.55486678,0.017972986
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,KFT,FTIR,IHPV,Etna-13,1200,10,A,5000,50,A,2.22,0.12,A,4609,193,A,46.97,0.66,A,15.88,0.25,A,3.45,0.26,A,5.91,0.21,A,10.38,0.25,A,1.7,0.07,A,9.85,0.49,A,0.24,0.17,A,1.94,0.16,A,,,ND,,,ND,1.586497903,DNNO,,ND,0.273631841,,NR,0.726368159,,CALC,F,96.32,48.76453488,5.595930233,square,#56b4e9,Y,Y,N,N,IaconoMarziano,4050.880636,261.9121118,0.1446724,0.013930661,0.8553276,0.013930661
Shishkina et al. (2014) Chem Geol,10.1016/j.chemgeo.2014.09.001,Trachybasalt,Etna,Natural,KFT,FTIR,IHPV,Etna-12,1200,10,A,5000,50,A,0.81,0.08,A,4785,212,A,49.98,0.46,A,16.75,0.16,A,3.58,0.16,A,5.9,0.2,A,10.75,0.08,A,1.8,0.08,A,8.68,0.35,A,0.15,0.14,A,2.13,0.14,A,,,ND,,,ND,0.116497903,DNNO,,ND,0.063173008,,NR,0.936826992,,CALC,F,99.72,50.12033694,5.726032892,square,#56b4e9,Y,Y,N,N,IaconoMarziano,4479.412759,227.408973,0.025646238,0.004739764,0.974353762,0.004739764
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,ND,IHPV,SC1 B17,1200,3,A,2000,10,A,4.67,0.1,A,0,0,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,1,,NR,0,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,43466.22155,8974.670869,1,0,0,0
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B21,1200,3,A,2000,10,A,2.9,0.08,A,814,115,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.55,,NR,0.45,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1831.43319,147.8379003,0.417288458,0.0347046,0.582711542,0.0347046
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B10,1200,3,A,2000,10,A,2.43,0.11,A,782,64,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.44,,NR,0.56,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1693.227821,96.46593642,0.337675002,0.027627264,0.662324998,0.027627264
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B19,1200,3,A,2000,10,A,1.85,0.13,A,794,147,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.22,,NR,0.78,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1604.740444,219.1913869,0.230936236,0.042073777,0.769063764,0.042073777
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B6,1200,3,A,2000,10,A,2,0.12,A,992,109,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.24,,NR,0.76,,CALC,T,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1893.38513,154.707156,0.221732534,0.025247326,0.778267466,0.025247326
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B9,1200,3,A,2000,10,A,1.14,0.05,A,1033,66,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.07,,NR,0.93,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1891.632341,114.4052291,0.084546715,0.0082327,0.915453285,0.0082327
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B22,1200,3,A,2000,10,A,0.94,0.06,A,1006,52,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.06,,NR,0.94,,CALC,T,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1848.878724,90.26241012,0.061507446,0.00773119,0.938492554,0.00773119
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B7,1200,3,A,2000,10,A,0.97,0.05,A,976,174,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.08,,NR,0.92,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1811.455006,269.0214584,0.067092865,0.012266243,0.932907135,0.012266243
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B8,1200,3,A,2000,10,A,0.82,0.05,A,1061,75,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.05,,NR,0.95,,CALC,T,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1939.068009,129.4011237,0.045635549,0.006035133,0.954364451,0.006035133
Botcharnikov et al. (2005),10.4401/ag-3224,Ferrobasalt,Skaergaard intrusion,Synthetic,FTIR,FTIR,IHPV,SC1 B20,1200,3,A,2000,10,A,0.72,0.05,A,1059,59,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.02,,NR,0.98,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,IaconoMarziano,1935.31904,107.1957673,0.036286205,0.005058048,0.963713795,0.005058048
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Ferrobasalt,Skaergaard intrusion,Synthetic,KFT,ND,IHPV,SC1 B156,1200,10,A,5000,50,A,9.02,0.11,A,0,,ND,48.88,0,A,14.77,0,A,2.63,0,A,6.47,0,A,10.99,0,A,2.89,0,A,13.05,0,A,0,0,A,0.3,0,A,,,ND,,,ND,,,,NR,0.942184154,,NR,0.057815846,,CALC,F,99.98,48.88977796,2.930586117,star,#0173b2,Y,Y,N,N,IaconoMarziano,3852.632529,3517.408392,1,0,0,0
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Ferrobasalt,Skaergaard intrusion,Synthetic,KFT,FTIR,IHPV,SC1 B157,1200,10,A,5000,50,A,8.18,0.11,A,1258,117,A,48.88,0,A,14.77,0,A,2.63,0,A,6.47,0,A,10.99,0,A,2.89,0,A,13.05,0,A,0,0,A,0.3,0,A,,,ND,,,ND,,,,NR,0.760638298,,NR,0.239361702,,CALC,F,99.98,48.88977796,2.930586117,star,#0173b2,Y,Y,N,N,IaconoMarziano,3897.926751,69.97846683,0.835872001,0.012798361,0.164127999,0.012798361
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Ferrobasalt,Skaergaard intrusion,Synthetic,KFT,FTIR,IHPV,SC1 B158,1200,10,A,5000,50,A,5.54,0.14,A,2746,206,A,47.18,0.33,A,13.92,0.15,A,2.64,0.04,A,5.82,0.2,A,10.34,0.3,A,2.76,0.05,A,12.18,0.34,A,0.01,0.02,A,0.34,0.03,A,,,ND,,,ND,2.666497903,DNNO,,ND,0.55425136,,NR,0.44574864,,CALC,F,95.19,49.56402984,3.130580943,star,#0173b2,Y,Y,N,N,IaconoMarziano,4188.239348,205.0422408,0.510177262,0.028751915,0.489822738,0.028751915
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Ferrobasalt,Skaergaard intrusion,Synthetic,KFT,FTIR,IHPV,SC1 B159,1200,10,A,5000,50,A,2.82,0.1,A,4155,308,A,50.48,0.22,A,14.62,0.14,A,2.88,0.03,A,6.15,0.33,A,10.89,0.07,A,2.88,0.06,A,11.92,0.04,A,0.04,0.06,A,0.36,0.04,A,,,ND,,,ND,1.926497903,DNNO,,ND,0.210623842,,NR,0.789376158,,CALC,F,100.22,50.36918779,3.232887647,star,#0173b2,Y,Y,N,N,IaconoMarziano,5230.626901,251.6930198,0.164705971,0.01177178,0.835294029,0.01177178
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Ferrobasalt,Skaergaard intrusion,Synthetic,KFT,FTIR,IHPV,SC1 B160,1200,10,A,5000,50,A,1.18,0.1,A,4384,228,A,48.88,0,A,14.77,0,A,2.63,0,A,6.47,0,A,10.99,0,A,2.89,0,A,13.05,0,A,0,0,A,0.3,0,A,,,ND,,,ND,,,,NR,0.04359673,,NR,0.95640327,,CALC,F,99.98,48.88977796,2.930586117,star,#0173b2,Y,Y,N,N,IaconoMarziano,5547.334293,195.8972734,0.034221014,0.005234301,0.965778986,0.005234301
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Nephelinite,Gracze,Natural,FTIR,FTIR,IHPV,E2624 B-15,1250,10,A,500,50,A,0.86,0.12,A,945,111,A,44.61,0.49,A,12.11,0.08,A,4,0.3,A,12.1,0.5,A,13.99,0.05,A,2.46,0.05,A,9.24,0.23,A,0.19,0.08,A,1.04,0.04,A,,,ND,0.101468625,,NR,1.360348587,DNNO,,ND,,,ND,1,,CALC,T,99.74,44.72628835,5.053138159,diamond,#ece133,N,Y,N,N,IaconoMarziano,563.8889142,80.07303357,0.090962191,0.025532373,0.909037809,0.025532373
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Nephelinite,Gracze,Natural,KFT,FTIR,IHPV,E2624 31,1250,10,A,1000,50,A,3.19,0.13,A,0,0,A,41.54,0.36,A,11.35,0.04,A,3.42,0.23,A,12.23,0.25,A,13.03,0.32,A,2.26,0.03,A,10.24,0.34,A,0.2,0.09,A,0.86,0.08,A,,,ND,0.50114336,,NR,2.796825114,DNNO,,ND,0.989339801,,NR,0.010660199,,CALC,F,95.13,43.66656155,4.499106486,diamond,#ece133,Y,Y,N,N,IaconoMarziano,422.7663973,29.67980728,1,0,0,0
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Nephelinite,Gracze,Natural,KFT,FTIR,IHPV,E2624 33,1250,10,A,1000,50,A,2.69,0.12,A,1090,133,A,42.04,0.41,A,11.33,0.23,A,3.46,0.31,A,12.6,0.29,A,13.05,0.27,A,2.3,0.06,A,10.22,0.4,A,0.2,0.12,A,0.92,0.07,A,,,ND,0.33133852,,NR,2.606825114,DNNO,,ND,0.602813118,,NR,0.397186882,,CALC,F,96.12,43.73699542,4.556803995,diamond,#ece133,Y,Y,N,N,IaconoMarziano,784.1823573,79.15358089,0.413819716,0.041163385,0.586180284,0.041163385
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Nephelinite,Gracze,Natural,KFT,FTIR,IHPV,E2624 35,1250,10,A,1000,50,A,0.54,0.11,A,2868,364,A,44.09,0.53,A,12.33,0.27,A,3.77,0.21,A,11.61,0.32,A,14.29,0.18,A,2.5,0.1,A,9.07,0.13,A,0.23,0.11,A,0.94,0.06,A,,,ND,0.251528568,,NR,0.266825114,DNNO,,ND,,,ND,,,,F,98.83,44.61195993,4.765759385,diamond,#ece133,N,Y,N,N,IaconoMarziano,1588.544291,216.743784,0.014908117,0.005853701,0.985091883,0.005853701
Shishkina et al. (2014),10.1016/j.chemgeo.2014.09.001,Nephelinite,Gracze,Natural,FTIR,FTIR,IHPV,E2624 B-3,1250,10,A,2000,50,A,1.13,0.16,A,3407,416,A,42.32,0.01,R,11.8,0.01,R,3.72,0.01,R,13.31,0.01,R,13.23,0.01,R,2.26,0.01,R,11,0.01,R,0.19,0.01,R,0.96,0.01,R,,,ND,0.148058252,,NR,0.969778167,DNNO,,ND,,,ND,,,,F,98.79,42.83834396,4.737321591,diamond,#ece133,N,Y,N,N,IaconoMarziano,1531.73194,164.9823804,0.047706298,0.013450133,0.952293702,0.013450133
